HS_Code,Description,Exemption_List,Scope_Limitation
9014.10.60,"Gyroscopic directing finding compasses, other than electrical",both,Aircraft
9014.10.70,Electrical direction finding compasses,both,Aircraft
9014.10.90,"Direction finding compasses, other than optical instruments, gyroscopic compasses or electrical",both,Aircraft
9014.20.20,Optical instruments and appliances (other than compasses) for aeronautical or space navigation,both,Aircraft
9014.20.40,Automatic pilots for aeronautical or space navigation,both,Aircraft
9014.20.60,Electrical instruments and appliances (other than compasses) for aeronautical or space navigation,both,Aircraft
9014.20.80,Nonelectrical instruments and appliances (other than compasses) for aeronautical or space navigation,both,Aircraft
9014.90.10,Parts and accessories of automatic pilots for aeronautical or space navigation of subheading 9014.20.40,both,Aircraft
9014.90.20,Parts and accessories of nonelectrical instruments and appliances for aeronautical or space navigation of subheading 9014.20.80,both,Aircraft
9014.90.40,Parts and accessories of nonelectrical navigational instruments and appliances nesoi of subheading 9014.80.50,both,Aircraft
9014.90.60,"Parts and accessories of navigational instruments and appliances, nesoi",both,Aircraft
9020.00.40,"Underwater breathing devices designed as a complete unit to be carried on the person and not requiring attendants, parts and accessories thereof",both,Aircraft
9020.00.60,"Breathing appliances, nesoi, and gas masks, except protective masks having neither mechanical parts or replaceable filters, parts, accessories thereof",both,Aircraft
9025.11.20,"Clinical thermometers, liquid-filled, for direct reading, not combined with other instruments",both,Aircraft
9025.11.40,"Liquid-filled thermometers, for direct reading, not combined with other instruments, other than clinical thermometers",both,Aircraft
9025.19.40,"Pyrometers, not combined with other instruments",both,Aircraft
9025.19.80,"Thermometers, for direct reading, not combined with other instruments, other than liquid-filled thermometers",both,Aircraft
9025.80.10,"Electrical hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers, psychometers, and any combination",both,Aircraft
9025.80.15,"Nonelectrical barometers, not combined with other instruments",both,Aircraft
9025.80.20,"Hydrometers and similar floating instruments, whether or not incorporating a thermometer, non- recording, other than electrical",both,Aircraft
9025.80.35,"Hygrometers and psychrometers, non-electrical, non- recording",both,Aircraft
9025.80.40,"Thermographs, barographs, hygrographs and other recording instruments, other than electrical",both,Aircraft
9025.80.50,"Combinations of thermometers, barometers and similar temperature and atmosphere measuring and recording instruments, nonelectrical",both,Aircraft
9025.90.06,"Other parts and accessories of hydrometers and like floating instruments, thermometers, pyrometers, barometers, hygrometers, psychrometers and combinations",both,Aircraft
9026.10.20,Electrical instruments and apparatus for measuring or checking the flow or level of liquids,both,Aircraft
9026.10.40,"Flow meters, other than electrical, for measuring or checking the flow of liquids",both,Aircraft
9026.10.60,"Instruments and apparatus for measuring or checking the level of liquids, other than flow meters, non- electrical",both,Aircraft
9026.20.40,Electrical instruments and apparatus for measuring or checking the pressure of liquids or gases,both,Aircraft
9026.20.80,"Instruments and apparatus, other than electrical, for measuring or checking the pressure of liquids or gases",both,Aircraft
9026.80.20,"Electrical instruments and apparatus for measuring or checking variables of liquids or gases, nesoi",both,Aircraft
9026.80.40,"Nonelectrical heat meters incorporating liquid supply meters, and anemometers",both,Aircraft
9026.80.60,"Nonelectrical instruments and apparatus for measuring or checking variables of liquids or gases, nesoi",both,Aircraft
9026.90.20,Parts and accessories of electrical instruments and apparatus for measuring or checking variables of liquids or gases,both,Aircraft
9026.90.40,"Parts and accessories of nonelectrical flow meters, heat meters incorporating liquid supply meters and anemometers",both,Aircraft
9026.90.60,"Parts and accessories of nonelectrical instruments and apparatus for measuring or checking variables of liquids or gases, nesoi",both,Aircraft
9029.10.80,"Revolution counters, production counters, odometers, pedometers and the like, other than taximeters",both,Aircraft
9029.20.40,"Speedometers and tachometers, other than bicycle speedometers",both,Aircraft
9029.90.80,"Parts and accessories of revolution counters, production counters, odometers, pedometers and the like, of speedometers nesoi and tachometers",both,Aircraft
9030.10.00,Instruments and apparatus for measuring or detecting ionizing radiations,both,Aircraft
9030.20.05,"Oscilloscopes and oscillographs, specially designed for telecommunications",both,Aircraft
9030.20.10,"Oscilloscopes and oscillographs, nesoi",both,Aircraft
9030.31.00,"Multimeters for measuring or checking electrical voltage, current, resistance or power, without a recording device",both,Aircraft
9030.32.00,"Multimeters, with a recording device",both,Aircraft
9030.33.34,Resistance measuring instruments,both,Aircraft
9030.33.38,"Other instruments and apparatus, nesoi, for measuring or checking electrical voltage, current, resistance or power, without a recording device",both,Aircraft
9030.39.01,"Instruments and apparatus, nesoi, for measuring or checking electrical voltage, current, resistance or power, with a recording device",both,Aircraft
9030.40.00,Instruments and apparatus specially designed for telecommunications,both,Aircraft
9030.82.00,"Instruments and apparatus for measuring or checking electrical quantities, nesoi: for measuring or checking semiconductor wafers or devices",new,
9030.84.00,"Instruments and apparatus for measuring, checking or detecting electrical quantities or ionizing radiations, nesoi, with a recording device",both,Aircraft
9030.89.01,"Instruments and apparatus for measuring, checking or detecting electrical quantities or ionizing radiations, nesoi, without a recording device",both,Aircraft
9030.90.25,Printed circuit assemblies for instruments and apparatus for measuring or detecting ionizing radiation,both,Aircraft
9030.90.46,"Parts and accessories for instruments and apparatus for measuring or detecting ionizing radiation, nesoi",both,Aircraft
9030.90.66,Printed circuit assemblies for subheadings and apparatus of subheadings 9030.40 or 9030.82,both,Aircraft
9030.90.68,"Printed circuit assemblies, nesoi",both,Aircraft
9030.90.84,"Parts and accessories for instruments and apparatus for measuring or checking semiconductor wafers or devices, nesoi",both,
9030.90.89,"Parts and accessories for articles of subheadings 9030.20 to 9030.84, nesoi",both,Aircraft
9031.41.00,Optical measuring/checking instruments/appliances for inspecting semiconductor wafers/devices or photomasks/reticle used to mfg such devices,new,
9031.49.70,Optical instrument & appliance: to inspect masks (not photomask) used to mfg semiconductor devices; to measure contamination on such devices,new,
9031.80.40,Electron beam microscopes fitted with equipment specifically designed for the handling and transport of semiconductor devices or reticles,both,
9031.80.80,"Measuring and checking instruments, appliances and machines, nesoi",both,Aircraft
9031.90.21,Parts and accessories of profile projectors,both,Aircraft
9031.90.45,Bases and frames for the optical coordinate- measuring machines of subheading 9031.49.40,both,
9031.90.54,Parts & accessories of measuring & checking optical instruments & appliances of subheading 9031.41 or 9031.49.70,both,
9031.90.59,"Parts and accessories of measuring and checking optical instruments and appliances, other than test benches or profile projectors, nesoi",both,Aircraft
9031.90.70,Parts and accessories of articles of subheading 9031.80.40,both,
9031.90.91,"Parts and accessories of measuring or checking instruments, appliances and machines, nesoi",both,Aircraft
9032.10.00,Automatic thermostats,both,Aircraft
9032.20.00,Automatic manostats,both,Aircraft
9032.81.00,Hydraulic and pneumatic automatic regulating or controlling instruments and apparatus,both,Aircraft
9032.89.20,"Automatic voltage and voltage-current regulators, designed for use in a 6, 12, or 24 V system",both,Aircraft
9032.89.40,"Automatic voltage and voltage-current regulators, not designed for use in a 6, 12, or 24 V system",both,Aircraft
9032.89.60,"Automatic regulating or controlling instruments and apparatus, nesoi",both,Aircraft
9032.90.21,"Parts and accessories of automatic voltage and voltage-current regulators designed for use in a 6, 12, or 24 V system, nesoi",both,Aircraft
9032.90.41,"Parts and accessories of automatic voltage and voltage-current regulators, not designed for use in a 6, 12, or 24 V system, nesoi",both,Aircraft
9032.90.61,"Parts and accessories for automatic regulating or controlling instruments and apparatus, nesoi",both,Aircraft
9033.00.90,"Other parts and accessories for machines, appliances, instruments or apparatus of chapter 90 of the HTSUS, nesoi",both,Aircraft
9104.00.05,"Instrument panel clocks for vehicles, air/spacecraft or vessels, clock movement over 50 mm wide, opto- electronic display only, not over $10 each",both,Aircraft
9104.00.10,"Instrument panel clocks for vehicles, air/spacecraft or vessels, clock movement over 50 mm wide, electric, not optoelectronic display, not over $10 each",both,Aircraft
9104.00.20,"Instrument panel clocks for vehicles, air/spacecraft or vessels, clock movement over 50 mm wide, nonelectric, valued not over $10 each",both,Aircraft
9104.00.25,"Instrument panel clocks for vehicles, air/spacecraft or vessels, clock movement over 50 mm wide, opto- electronic display only, over $10 each",both,Aircraft
9104.00.30,"Instrument panel clocks for vehicles, air/spacecraft or vessels, clock movement over 50 mm wide, electric, not optoelectronic display, over $10 each",both,Aircraft
9104.00.40,"Instrument panel clocks for vehicles, air/spacecraft or vessels, clock movement over 50 mm wide, non- electric, valued over $10 each",both,Aircraft
