HS Code,Description,New or Existing,Applies To,Scope Limitation
2008.99.91,"Bean cake, bean stick, miso, other fruit, nuts and other edible parts of plants, prepared or preserved",Existing,All investigated economies (universal list),
2009.11.00,"Orange juice, frozen, unfermented and not containing added spirit",Existing,All investigated economies (universal list),
2009.12.25,"Orange juice, not frozen, of a Brix value not exceeding 20, not concentrated and not made from juice having a degree of concentration of 1.5 or more, unfermented",Existing,All investigated economies (universal list),
2009.12.45,"Orange juice, not frozen, of a Brix value not exceeding 20, concentrated, unfermented",Existing,All investigated economies (universal list),
2009.19.00,"Orange juice, not frozen, of a Brix value exceeding 20, unfermented",Existing,All investigated economies (universal list),
2009.31.60,"Citrus juice of any single citrus fruit (other than orange, grapefruit or lime), of a Brix value not exceeding 20, concentrated, unfermented, except for lemon juice",Existing,All investigated economies (universal list),Ex
2009.39.20,"Lime juice, of a Brix value exceeding 20, fit for beverage purposes, unfermented",Existing,All investigated economies (universal list),
2009.49.40,"Pineapple juice, of a Brix value exceeding 20, concentrated (in degree of concentration greater than 3.5)",Existing,All investigated economies (universal list),
2009.89.70,Coconut water or juice of acai,Existing,All investigated economies (universal list),Ex
2009.90.40,"Coconut water juice blends, not from concentrate, packaged for retail sale",Existing,All investigated economies (universal list),Ex
2101.11.21,"Instant coffee, not flavored",New,All investigated economies (universal list),
2101.11.29,"Extracts, essences and concentrates of coffee other than unflavored instant coffee",Existing,All investigated economies (universal list),
2101.12.90,"Preparations nesoi, with a basis of extracts, essences or concentrates or with a basis of coffee",Existing,All investigated economies (universal list),
2101.20.20,"Extracts, essences or concentrates of tea or mate",Existing,All investigated economies (universal list),
2106.90.44,"Syrups from cane/beet sugar, neosi, w/added coloring but not added flavoring, subject to add US note 5 to Ch. 17, not GN15",New,All investigated economies (universal list),
2106.90.48,"Orange juice, fortified with vitamins or minerals",Existing,All investigated economies (universal list),
2106.90.99,Acai preparations for the manufacture of beverages,Existing,All investigated economies (universal list),Ex
2202.99.30,"Orange juice, fortified with vitamins or minerals, not made from a juice having a degree of concentration of 1.5 or more",Existing,All investigated economies (universal list),
2202.99.35,"Orange juice, fortified with vitamins or minerals, nesoi",Existing,All investigated economies (universal list),
2503.00.00,"Sulfur of all kinds, other than sublimed, precipitated and colloidal sulfur",New,All investigated economies (universal list),
2504.10.10,"Natural graphite, crystalline flake (not including flake dust)",Existing,All investigated economies (universal list),
2504.10.50,Natural graphite in powder or flakes other than crystalline flake,Existing,All investigated economies (universal list),
2504.90.00,"Natural graphite, other than in powder or in flakes",Existing,All investigated economies (universal list),
2510.10.00,"Natural calcium phosphates, natural aluminum calcium phosphates, unground",Existing,All investigated economies (universal list),
2510.20.00,"Natural calcium phosphates, natural aluminum calcium phosphates, ground",Existing,All investigated economies (universal list),
2511.10.10,"Natural barium sulfate (barytes), ground",Existing,All investigated economies (universal list),
2511.10.50,"Natural barium sulfate (barytes), not ground",Existing,All investigated economies (universal list),
2519.10.00,Natural magnesium carbonate (magnesite),Existing,All investigated economies (universal list),
2519.90.10,"Fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering",Existing,All investigated economies (universal list),
2519.90.20,Caustic calcined magnesite,Existing,All investigated economies (universal list),
2524.90.00,Asbestos other than crocidolite,Existing,All investigated economies (universal list),
2529.21.00,"Fluorspar, containing by weight 97 percent or less of calcium fluoride",Existing,All investigated economies (universal list),
2529.22.00,"Fluorspar, containing by weight more than 97 percent of calcium fluoride",Existing,All investigated economies (universal list),
2530.20.10,Kieserite,Existing,All investigated economies (universal list),
2530.20.20,Epsom salts (natural magnesium sulfates),Existing,All investigated economies (universal list),
2530.90.10,Natural cryolite; natural chiolite,Existing,All investigated economies (universal list),
2530.90.20,Natural micaceous iron oxides,Existing,All investigated economies (universal list),
2530.90.80,"Other mineral substances, nesoi",Existing,All investigated economies (universal list),
2601.11.00,Non-agglomerated iron ores and concentrates,New,All investigated economies (universal list),
2601.20.00,Agglomerated iron ores and concentrates,New,All investigated economies (universal list),
2602.00.00,Manganese ores and concentrates including ferruginous manganese ores and concentrates with manganese content over 20 percent calculated on the dry weight,Existing,All investigated economies (universal list),
2603.00.00,Copper ores and concentrates,Existing,All investigated economies (universal list),
2604.00.00,Nickel ores and concentrates,Existing,All investigated economies (universal list),
2605.00.00,Cobalt ores and concentrates,Existing,All investigated economies (universal list),
2606.00.00,Aluminum ores and concentrates,Existing,All investigated economies (universal list),
2608.00.00,Zinc ores and concentrates,Existing,All investigated economies (universal list),
2609.00.00,Tin ores and concentrates,Existing,All investigated economies (universal list),
2610.00.00,Chromium ores and concentrates,Existing,All investigated economies (universal list),
2611.00.30,Tungsten ores,Existing,All investigated economies (universal list),
2611.00.60,Tungsten concentrates,Existing,All investigated economies (universal list),
2612.10.00,Uranium ores and concentrates,Existing,All investigated economies (universal list),
2612.20.00,Thorium ores and concentrates,Existing,All investigated economies (universal list),
2613.90.00,"Molybdenum ores and concentrates, not roasted",Existing,All investigated economies (universal list),
2614.00.30,Synthetic rutile,Existing,All investigated economies (universal list),
2614.00.60,"Titanium ores and concentrates, other than synthetic rutile",Existing,All investigated economies (universal list),
2615.90.30,Synthetic tantalum-niobium concentrates,Existing,All investigated economies (universal list),
2615.90.60,"Niobium, tantalum or vanadium ores and concentrates, nesoi",Existing,All investigated economies (universal list),
2616.10.00,Silver ores and concentrates,Existing,All investigated economies (universal list),
2617.10.00,Antimony ores and concentrates,Existing,All investigated economies (universal list),
2620.30.00,"Ash and residues (other than from the manufacture of iron or steel), containing mainly copper",Existing,All investigated economies (universal list),
2620.99.50,"Slag (other than from the manufacture of iron or steel) containing over 40 percent titanium, and which if containing over 2 percent by weight of copper, lead, or zinc is not to be treated for the recovery thereof",Existing,All investigated economies (universal list),
2701.11.00,"Coal, anthracite, whether or not pulverized, but not agglomerated",Existing,All investigated economies (universal list),
2701.12.00,"Coal, bituminous, whether or not pulverized, but not agglomerated",Existing,All investigated economies (universal list),
2701.19.00,"Coal, other than anthracite or bituminous, whether or not pulverized, but not agglomerated",Existing,All investigated economies (universal list),
2701.20.00,"Coal, briquettes, ovoids and similar solid fuels manufactured from coal",Existing,All investigated economies (universal list),
2702.10.00,"Lignite (excluding jet), whether or not pulverized, but not agglomerated",Existing,All investigated economies (universal list),
2702.20.00,"Lignite (excluding jet), agglomerated",Existing,All investigated economies (universal list),
2703.00.00,"Peat (including peat litter), whether or not agglomerated",Existing,All investigated economies (universal list),
2704.00.00,"Coke and semicoke of coal, lignite or peat, whether or not agglomerated; retort carbon",Existing,All investigated economies (universal list),
2705.00.00,"Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons",Existing,All investigated economies (universal list),
